Time;Leakrate;PS-He2;PS-V1;PS-V2;PS-V3;EV-He1;EV-He2;
[s];[1.0E-09];[Bar];[mBar];[mBar];[mBar];-;-;
47.6;0.934956;15.326;0.011;0.001;0.001;0;0;
47.8;0.9361573;15.326;0.011;0.001;0.001;0;0;
48.0;0.9368977;15.323;0.011;0.001;0.001;0;0;
48.2;0.9373037;15.321;0.011;0.001;0.001;0;0;
48.4;0.9387811;15.321;0.011;0.001;0.001;0;0;
48.6;0.9422647;15.321;0.011;0.001;0.001;0;0;
48.8;0.9466178;15.321;0.011;0.001;0.001;0;0;
49.0;0.9493613;15.323;0.011;0.001;0.001;0;0;
49.2;0.9505884;15.326;0.011;0.001;0.001;0;0;
49.4;0.9519354;15.326;0.011;0.001;0.001;0;0;
49.6;0.9533045;15.328;0.011;0.001;0.001;0;0;
49.8;0.9549416;15.328;0.011;0.001;0.001;0;0;
50.0;0.9577051;15.323;0.011;0.001;0.001;0;0;
50.2;0.9604414;15.328;0.011;0.001;0.001;0;0;
50.4;0.9619123;15.326;0.011;0.001;0.001;0;0;
50.6;0.9627253;15.323;0.011;0.001;0.001;0;0;
50.8;0.9630989;15.332;0.011;0.001;0.001;0;0;
51.0;0.9632812;15.326;0.011;0.001;0.001;0;0;
51.2;0.9637457;15.321;0.011;0.001;0.001;0;0;
51.4;0.9653212;15.328;0.011;0.001;0.001;0;0;
51.6;0.9693877;15.321;0.011;0.001;0.001;0;0;
51.8;0.9719751;15.326;0.011;0.001;0.001;0;0;
52.0;0.9726712;15.330;0.011;0.001;0.001;0;0;
52.2;0.9730048;15.323;0.011;0.001;0.001;0;0;
52.4;0.9739593;15.326;0.011;0.001;0.001;0;0;
52.6;0.9746956;15.326;0.011;0.001;0.001;0;0;
52.8;0.9755911;15.321;0.011;0.001;0.001;0;0;
53.0;0.977396;15.321;0.011;0.001;0.001;0;0;
53.2;0.9790329;15.326;0.011;0.001;0.001;0;0;
53.4;0.9799362;15.323;0.011;0.001;0.001;0;0;
53.6;0.9801351;15.323;0.011;0.001;0.001;0;0;
53.8;0.9803622;15.330;0.011;0.001;0.001;0;0;
54.0;0.9804341;15.323;0.010;0.001;0.001;0;0;
54.2;0.9810113;15.323;0.010;0.001;0.001;0;0;
54.4;0.9828712;15.328;0.010;0.001;0.001;0;0;
54.6;0.9847638;15.328;0.010;0.001;0.001;0;0;
54.8;0.9853094;15.323;0.010;0.001;0.001;0;0;
55.0;0.9854553;15.323;0.010;0.001;0.001;0;0;
55.2;0.9851642;15.328;0.010;0.001;0.001;0;0;
55.4;0.9845276;15.323;0.010;0.001;0.001;0;0;
55.6;0.9844716;15.323;0.010;0.001;0.001;0;0;
