Time;Leakrate;PS-He2;PS-V1;PS-V2;PS-V3;EV-He1;EV-He2;
[s];[1.0E-09];[Bar];[mBar];[mBar];[mBar];-;-;
35.0;0.9082724;15.336;0.012;0.001;0.001;0;0;
35.2;0.9134659;15.334;0.012;0.001;0.001;0;0;
35.4;0.9203674;15.339;0.011;0.001;0.001;0;0;
35.6;0.9241972;15.334;0.011;0.001;0.001;0;0;
35.8;0.9263459;15.332;0.011;0.001;0.001;0;0;
36.0;0.9279177;15.336;0.011;0.001;0.001;0;0;
36.2;0.9294432;15.334;0.011;0.001;0.001;0;0;
36.4;0.931653;15.334;0.011;0.001;0.001;0;0;
36.6;0.9349029;15.332;0.011;0.001;0.001;0;0;
36.8;0.9395797;15.328;0.011;0.001;0.001;0;0;
37.0;0.9431166;15.339;0.011;0.001;0.001;0;0;
37.2;0.9448344;15.334;0.011;0.001;0.001;0;0;
37.4;0.9458582;15.336;0.011;0.001;0.001;0;0;
37.6;0.9463009;15.339;0.011;0.001;0.001;0;0;
37.8;0.947575;15.339;0.011;0.001;0.001;0;0;
38.0;0.9504175;15.334;0.011;0.001;0.001;0;0;
38.2;0.9553823;15.336;0.011;0.001;0.001;0;0;
38.4;0.9595502;15.334;0.011;0.001;0.001;0;0;
38.6;0.9620932;15.334;0.011;0.001;0.001;0;0;
38.8;0.9641897;15.334;0.011;0.001;0.001;0;0;
39.0;0.965936;15.330;0.011;0.001;0.001;0;0;
39.2;0.9690509;15.332;0.011;0.001;0.001;0;0;
39.4;0.9735972;15.328;0.011;0.001;0.001;0;0;
39.6;0.9774487;15.334;0.011;0.001;0.001;0;0;
39.8;0.9802761;15.332;0.011;0.001;0.001;0;0;
40.0;0.9813944;15.330;0.011;0.001;0.001;0;0;
40.2;0.9817194;15.330;0.011;0.001;0.001;0;0;
40.4;0.9823684;15.332;0.011;0.001;0.001;0;0;
40.6;0.984561;15.334;0.011;0.001;0.001;0;0;
40.8;0.9889652;15.332;0.011;0.001;0.001;0;0;
41.0;0.9945756;15.334;0.011;0.001;0.001;0;0;
41.2;0.9993688;15.326;0.011;0.001;0.001;0;0;
41.4;1.00159;15.334;0.011;0.001;0.001;0;0;
41.6;1.002973;15.330;0.011;0.001;0.001;0;0;
41.8;1.004321;15.336;0.010;0.001;0.001;0;0;
42.0;1.006306;15.326;0.010;0.001;0.001;0;0;
42.2;1.00969;15.332;0.010;0.001;0.001;0;0;
42.4;1.014838;15.326;0.010;0.001;0.001;0;0;
42.6;1.018765;15.330;0.010;0.001;0.001;0;0;
42.8;1.02057;15.332;0.010;0.001;0.001;0;0;
43.0;1.022027;15.334;0.010;0.001;0.001;0;0;
43.2;1.023531;15.326;0.010;0.001;0.001;0;0;
43.4;1.025556;15.328;0.010;0.001;0.001;0;0;
43.6;1.028529;15.330;0.010;0.001;0.001;0;0;
43.8;1.0326;15.334;0.010;0.001;0.001;0;0;
44.0;1.036448;15.330;0.010;0.001;0.001;0;0;
44.2;1.038909;15.330;0.010;0.001;0.001;0;0;
44.4;1.040678;15.328;0.010;0.001;0.001;0;0;
44.6;1.042231;15.334;0.010;0.001;0.001;0;0;
44.8;1.043306;15.336;0.010;0.001;0.001;0;0;
45.0;1.044234;15.330;0.010;0.001;0.001;0;0;
45.2;1.046456;15.326;0.010;0.001;0.001;0;0;
45.4;1.049418;15.332;0.010;0.001;0.001;0;0;
45.6;1.051214;15.326;0.010;0.001;0.001;0;0;
45.8;1.052553;15.328;0.010;0.001;0.001;0;0;
46.0;1.053226;15.332;0.010;0.001;0.001;0;0;
46.2;1.053501;15.328;0.010;0.001;0.001;0;0;
46.4;1.054251;15.328;0.010;0.001;0.001;0;0;
46.6;1.056334;15.332;0.010;0.001;0.001;0;0;
46.8;1.05851;15.330;0.010;0.001;0.001;0;0;
47.0;1.060492;15.330;0.010;0.001;0.001;0;0;
47.2;1.061972;15.326;0.010;0.001;0.001;0;0;
47.4;1.063044;15.330;0.010;0.001;0.001;0;0;
47.6;1.063936;15.326;0.010;0.001;0.001;0;0;
47.8;1.066051;15.330;0.010;0.001;0.001;0;0;
48.0;1.069901;15.328;0.010;0.001;0.001;0;0;
48.2;1.074764;15.328;0.010;0.001;0.001;0;0;
48.4;1.07705;15.328;0.010;0.001;0.001;0;0;
48.6;1.077915;15.334;0.010;0.001;0.001;0;0;
48.8;1.078183;15.336;0.010;0.001;0.001;0;0;
49.0;1.078383;15.330;0.010;0.001;0.001;0;0;
49.2;1.079106;15.330;0.010;0.001;0.001;0;0;
49.4;1.081243;15.334;0.010;0.001;0.001;0;0;
49.6;1.08488;15.330;0.010;0.001;0.001;0;0;
49.8;1.088136;15.330;0.010;0.001;0.001;0;0;
50.0;1.089349;15.330;0.010;0.001;0.001;0;0;
50.2;1.090222;15.323;0.010;0.001;0.001;0;0;
50.4;1.090749;15.332;0.010;0.001;0.001;0;0;
50.6;1.091292;15.330;0.010;0.001;0.001;0;0;
50.8;1.092031;15.332;0.010;0.001;0.001;0;0;
51.0;1.094056;15.326;0.010;0.001;0.001;0;0;
51.2;1.097505;15.326;0.010;0.001;0.001;0;0;
51.4;1.099994;15.328;0.010;0.001;0.001;0;0;
51.6;1.100484;15.334;0.010;0.001;0.001;0;0;
51.8;1.100801;15.328;0.010;0.001;0.001;0;0;
52.0;1.101168;15.326;0.010;0.001;0.001;0;0;
52.2;1.101968;15.326;0.010;0.001;0.001;0;0;
52.4;1.10339;15.330;0.009;0.001;0.001;0;0;
52.6;1.106046;15.323;0.009;0.001;0.001;0;0;
52.8;1.108464;15.326;0.009;0.001;0.001;0;0;
53.0;1.10959;15.326;0.009;0.001;0.001;0;0;
53.2;1.110202;15.328;0.009;0.001;0.001;0;0;
53.4;1.110749;15.330;0.009;0.001;0.001;0;0;
53.6;1.112011;15.328;0.009;0.001;0.001;0;0;
53.8;1.115785;15.326;0.009;0.001;0.001;0;0;
54.0;1.121486;15.332;0.009;0.001;0.001;0;0;
54.2;1.126034;15.330;0.009;0.001;0.001;0;0;
54.4;1.126863;15.328;0.009;0.001;0.001;0;0;
54.6;1.127151;15.332;0.009;0.001;0.001;0;0;
54.8;1.127596;15.328;0.009;0.001;0.001;0;0;
55.0;1.12844;15.326;0.009;0.001;0.001;0;0;
55.2;1.130868;15.323;0.009;0.001;0.001;0;0;
55.4;1.134962;15.332;0.009;0.001;0.001;0;0;
55.6;1.138269;15.332;0.009;0.001;0.001;0;0;
55.8;1.139109;15.323;0.009;0.001;0.001;0;0;
56.0;1.139662;15.328;0.009;0.001;0.001;0;0;
56.2;1.140193;15.332;0.009;0.001;0.001;0;0;
56.4;1.141666;15.326;0.009;0.001;0.001;0;0;
56.6;1.144768;15.328;0.009;0.001;0.001;0;0;
56.8;1.148631;15.330;0.009;0.001;0.001;0;0;
57.0;1.152681;15.326;0.009;0.001;0.001;0;0;
57.2;1.156294;15.332;0.009;0.001;0.001;0;0;
57.4;1.157634;15.330;0.009;0.001;0.001;0;0;
57.6;1.158428;15.328;0.009;0.001;0.001;0;0;
57.8;1.15936;15.326;0.009;0.001;0.001;0;0;
58.0;1.161535;15.323;0.009;0.001;0.001;0;0;
58.2;1.165971;15.326;0.009;0.001;0.001;0;0;
58.4;1.170593;15.328;0.009;0.001;0.001;0;0;
58.6;1.172732;15.321;0.009;0.001;0.001;0;0;
58.8;1.174064;15.326;0.009;0.001;0.001;0;0;
59.0;1.174687;15.328;0.009;0.001;0.001;0;0;
