[Header]
Recipe;HDI
Name;HDI
Description;- serial setting for Hyundai
Date Time;26.03.2026 07:10:42
Position - Min [mm]/Max [mm]/Step Back [mm];4.0;8.0;3.0
Stabilization [s];40.0
Pressure - Init [Bar]/Dev [Bar];4.0;0.005
SDM Current - Hold [mA]/Pull [mA];3000;12000
SDM PullIn Time [us];1400
SDM [rpm];900
SDM Opening Time [ms];10
SDM Click Time [ms];6000
Power Supply - Voltage [V]/Current [A];24.0;2.0
Aeff - Target [mm2]/Offset [mm2]/Min [mm2]/Max [mm2]/Offset Max [mm2];11.700;0.000;11.466;11.934;0.800
Aeff from Meas [active];1
Error - Status/Code/Source;0;0;

[Results]
Pressure Atm [bar];1.0109
Temperature [C];24.0171
Temperature Gas [C];23.9650
Aeff Pre-Adj1 [mm2];12.3033
Aeff Pre-Adj2 [mm2];12.0539
Aeff Pre-Adj Diff [mm2];0.2494
Aeff Calc Final [mm2];11.7611
Aeff Meas Final [mm2];11.7263

[Measurement]
Time;Aeff Target;Aeff Calc Actual;Aeff Meas Actual;Aeff Target Step;Force;Position;Pressure S1;Pressure S2;Pressure S3;Pressure S4;Flow Calc;Flow Meas
0.48;11.700;NaN;0.368;11.700;12.058;3.999;3.205;-0.012;0.010;-0.015;NaN;0.028
0.50;11.700;NaN;0.368;11.700;12.058;3.999;3.205;-0.012;0.010;-0.015;NaN;0.028
0.52;11.700;NaN;0.368;11.700;12.048;3.999;3.205;-0.012;0.010;-0.015;NaN;0.028
0.54;11.700;NaN;0.368;11.700;12.048;3.999;3.205;-0.012;0.010;-0.015;NaN;0.028
0.56;11.700;NaN;0.368;11.700;12.048;3.999;3.204;-0.012;0.010;-0.015;NaN;0.028
0.58;11.700;NaN;0.368;11.700;12.048;3.999;3.205;-0.012;0.010;-0.015;NaN;0.028
0.60;11.700;NaN;0.369;11.700;12.048;3.999;3.205;-0.012;0.009;-0.015;NaN;0.028
0.62;11.700;NaN;0.369;11.700;12.048;3.999;3.205;-0.012;0.009;-0.015;NaN;0.028
0.64;11.700;NaN;0.369;11.700;12.048;3.999;3.205;-0.012;0.009;-0.015;NaN;0.028
0.66;11.700;NaN;0.370;11.700;12.048;3.999;3.205;-0.012;0.009;-0.015;NaN;0.028
0.68;11.700;NaN;0.370;11.700;12.034;3.999;3.205;-0.012;0.009;-0.015;NaN;0.028
0.70;11.700;NaN;0.370;11.700;12.034;3.999;3.205;-0.012;0.009;-0.015;NaN;0.028
0.72;11.700;NaN;0.369;11.700;12.034;3.999;3.205;-0.012;0.009;-0.015;NaN;0.028
0.74;11.700;NaN;0.370;11.700;12.034;3.999;3.205;-0.012;0.009;-0.015;NaN;0.028
0.76;11.700;NaN;0.370;11.700;12.034;3.999;3.205;-0.012;0.009;-0.015;NaN;0.028
0.78;11.700;NaN;0.371;11.700;12.034;3.999;3.205;-0.012;0.009;-0.015;NaN;0.028
0.80;11.700;NaN;0.372;11.700;12.034;3.999;3.205;-0.012;0.009;-0.015;NaN;0.028
0.82;11.700;NaN;0.372;11.700;12.015;4.000;3.205;-0.012;0.009;-0.015;NaN;0.028
0.84;11.700;NaN;0.372;11.700;12.015;4.000;3.205;-0.012;0.009;-0.015;NaN;0.028
0.86;11.700;NaN;0.372;11.700;12.015;4.000;3.205;-0.012;0.009;-0.015;NaN;0.028
0.88;11.700;NaN;0.371;11.700;12.015;4.000;3.205;-0.012;0.009;-0.015;NaN;0.028
0.90;11.700;NaN;0.371;11.700;12.015;4.000;3.205;-0.012;0.009;-0.015;NaN;0.028
0.92;11.700;NaN;0.370;11.700;12.015;4.000;3.205;-0.012;0.009;-0.015;NaN;0.028
0.94;11.700;NaN;0.369;11.700;12.015;4.000;3.205;-0.012;0.009;-0.015;NaN;0.028
0.96;11.700;NaN;0.367;11.700;12.015;4.000;3.205;-0.012;0.009;-0.015;NaN;0.028
0.98;11.700;NaN;0.367;11.700;11.998;4.001;3.205;-0.012;0.009;-0.015;NaN;0.028
1.00;11.700;NaN;0.368;11.700;11.998;4.001;3.205;-0.012;0.009;-0.015;NaN;0.028
1.02;11.700;NaN;0.368;11.700;11.998;4.001;3.205;-0.012;0.009;-0.015;NaN;0.028
1.04;11.700;NaN;0.370;11.700;11.998;4.001;3.205;-0.012;0.009;-0.015;NaN;0.028
1.06;11.700;NaN;0.370;11.700;11.998;4.001;3.205;-0.012;0.009;-0.015;NaN;0.028
1.08;11.700;NaN;0.369;11.700;11.998;4.001;3.205;-0.012;0.009;-0.015;NaN;0.028
1.10;11.700;NaN;0.369;11.700;11.998;4.001;3.205;-0.012;0.009;-0.015;NaN;0.028
1.12;11.700;NaN;0.368;11.700;11.998;4.001;3.205;-0.012;0.009;-0.015;NaN;0.028
1.14;11.700;NaN;0.368;11.700;12.123;4.002;3.205;-0.012;0.009;-0.015;NaN;0.028
1.16;11.700;NaN;0.369;11.700;12.123;4.002;3.204;-0.012;0.009;-0.015;NaN;0.028
1.18;11.700;NaN;0.368;11.700;12.123;4.002;3.204;-0.012;0.009;-0.015;NaN;0.028
1.20;11.700;NaN;0.368;11.700;12.123;4.002;3.204;-0.012;0.009;-0.015;NaN;0.028
1.22;11.700;NaN;0.368;11.700;12.123;4.002;3.204;-0.012;0.009;-0.015;NaN;0.028
1.24;11.700;NaN;0.368;11.700;12.123;4.002;3.204;-0.013;0.009;-0.015;NaN;0.028
1.26;11.700;NaN;0.367;11.700;12.123;4.002;3.205;-0.013;0.009;-0.015;NaN;0.028
1.28;11.700;NaN;0.368;11.700;12.251;4.002;3.205;-0.013;0.009;-0.015;NaN;0.028
1.30;11.700;NaN;0.367;11.700;12.251;4.002;3.205;-0.013;0.010;-0.015;NaN;0.028
1.32;11.700;NaN;0.367;11.700;12.251;4.002;3.205;-0.013;0.010;-0.015;NaN;0.028
1.34;11.700;NaN;0.367;11.700;12.251;4.002;3.205;-0.013;0.010;-0.015;NaN;0.028
1.36;11.700;NaN;0.368;11.700;12.251;4.002;3.205;-0.013;0.010;-0.015;NaN;0.028
1.38;11.700;NaN;0.368;11.700;12.251;4.002;3.205;-0.012;0.010;-0.015;NaN;0.028
1.40;11.700;NaN;0.369;11.700;12.251;4.002;3.205;-0.012;0.009;-0.015;NaN;0.028
1.42;11.700;NaN;0.371;11.700;12.251;4.002;3.205;-0.012;0.009;-0.015;NaN;0.028
1.44;11.700;NaN;0.373;11.700;12.216;4.002;3.205;-0.012;0.009;-0.015;NaN;0.028
1.46;11.700;NaN;0.372;11.700;12.216;4.002;3.205;-0.012;0.009;-0.015;NaN;0.028
1.48;11.700;NaN;0.371;11.700;12.216;4.002;3.205;-0.012;0.009;-0.015;NaN;0.028
1.50;11.700;NaN;0.369;11.700;12.216;4.002;3.205;-0.012;0.009;-0.015;NaN;0.028
1.52;11.700;NaN;0.369;11.700;12.216;4.002;3.205;-0.013;0.009;-0.015;NaN;0.028
1.54;11.700;NaN;0.369;11.700;12.216;4.002;3.205;-0.013;0.009;-0.015;NaN;0.028
1.56;11.700;NaN;0.369;11.700;12.216;4.002;3.205;-0.013;0.009;-0.015;NaN;0.028
1.58;11.700;NaN;0.370;11.700;12.175;4.001;3.205;-0.013;0.009;-0.015;NaN;0.028
1.60;11.700;NaN;0.370;11.700;12.175;4.001;3.205;-0.013;0.009;-0.015;NaN;0.028
1.62;11.700;NaN;0.371;11.700;12.175;4.001;3.205;-0.013;0.009;-0.015;NaN;0.028
1.64;11.700;NaN;0.371;11.700;12.175;4.001;3.205;-0.013;0.009;-0.015;NaN;0.028
1.66;11.700;NaN;0.372;11.700;12.175;4.001;3.205;-0.013;0.009;-0.015;NaN;0.028
1.68;11.700;NaN;0.331;11.700;12.175;4.001;3.205;0.009;0.019;-0.011;NaN;0.028
1.70;11.700;14.455;0.201;11.700;12.175;4.001;3.202;0.221;0.096;0.012;2.039;0.028
1.72;11.700;16.450;0.150;11.700;12.175;4.001;3.193;0.749;0.289;0.065;3.891;0.035
1.74;11.700;16.466;0.178;11.700;12.091;4.001;3.177;1.452;0.592;0.147;5.657;0.061
1.76;11.700;16.831;0.573;11.700;12.091;4.001;3.158;2.170;0.928;0.239;7.433;0.253
1.78;11.700;16.936;1.593;11.700;12.091;4.001;3.137;2.697;1.202;0.315;8.707;0.819
1.80;11.700;16.589;3.143;11.700;12.091;4.001;3.117;2.907;1.357;0.361;9.176;1.739
1.82;11.700;16.338;5.142;11.700;12.091;4.001;3.099;2.938;1.403;0.377;9.223;2.903
1.84;11.700;16.278;7.185;11.700;12.091;4.001;3.082;2.928;1.405;0.379;9.194;4.058
1.86;11.700;16.255;8.760;11.700;12.091;4.001;3.067;2.914;1.399;0.377;9.159;4.936
1.88;11.700;16.230;9.844;11.700;12.005;4.000;3.053;2.900;1.394;0.375;9.124;5.534
1.90;11.700;16.246;10.601;11.700;12.005;4.000;3.040;2.888;1.385;0.374;9.095;5.935
1.92;11.700;16.251;11.188;11.700;12.005;4.000;3.028;2.875;1.377;0.371;9.066;6.241
1.94;11.700;16.249;11.685;11.700;12.005;4.000;3.014;2.862;1.369;0.369;9.034;6.497
1.96;11.700;16.226;12.081;11.700;12.005;4.000;3.002;2.849;1.364;0.367;9.001;6.702
1.98;11.700;16.228;12.677;11.700;12.005;4.000;2.977;2.824;1.349;0.363;8.942;6.986
2.00;11.700;16.235;12.889;11.700;12.005;4.000;2.966;2.812;1.342;0.362;8.916;7.078
2.02;11.700;16.279;13.096;11.700;12.005;4.000;2.955;2.801;1.331;0.360;8.893;7.154
2.04;11.700;16.270;13.243;11.700;12.055;4.000;2.944;2.790;1.325;0.358;8.866;7.217
2.06;11.700;16.280;13.382;11.700;12.055;4.000;2.933;2.779;1.319;0.357;8.842;7.268
2.08;11.700;16.311;13.518;11.700;12.055;4.000;2.923;2.769;1.310;0.356;8.821;7.311
2.10;11.700;16.311;13.617;11.700;12.055;4.000;2.913;2.760;1.304;0.354;8.799;7.346
2.12;11.700;16.303;13.702;11.700;12.055;4.000;2.904;2.750;1.300;0.353;8.776;7.376
2.14;11.700;16.287;13.776;11.700;12.055;4.000;2.895;2.741;1.296;0.351;8.752;7.403
2.16;11.700;16.244;13.823;11.700;12.055;4.000;2.886;2.732;1.295;0.350;8.726;7.426
2.18;11.700;16.213;13.874;11.700;12.055;4.000;2.877;2.723;1.293;0.349;8.701;7.446
2.20;11.700;16.208;13.935;11.700;12.109;4.000;2.868;2.714;1.289;0.348;8.681;7.463
2.22;11.700;16.213;13.997;11.700;12.109;4.000;2.860;2.706;1.283;0.346;8.662;7.478
2.24;11.700;16.199;14.042;11.700;12.109;4.000;2.852;2.698;1.280;0.345;8.642;7.491
2.26;11.700;16.194;14.091;11.700;12.109;4.000;2.845;2.691;1.276;0.344;8.624;7.503
2.28;11.700;16.200;14.143;11.700;12.109;4.000;2.838;2.684;1.272;0.343;8.608;7.515
2.30;11.700;16.210;14.190;11.700;12.109;4.000;2.832;2.678;1.268;0.342;8.595;7.524
2.32;11.700;16.229;14.238;11.700;12.109;4.000;2.827;2.673;1.263;0.341;8.585;7.532
2.34;11.700;16.223;14.266;11.700;27.075;4.001;2.822;2.668;1.261;0.340;8.573;7.539
2.36;11.700;16.216;14.296;11.700;27.075;4.001;2.817;2.663;1.258;0.340;8.560;7.547
2.38;11.700;16.212;14.330;11.700;27.075;4.001;2.812;2.658;1.256;0.339;8.548;7.555
2.40;11.700;16.198;14.357;11.700;27.075;4.001;2.807;2.653;1.254;0.338;8.534;7.564
2.42;11.700;16.211;14.402;11.700;27.075;4.001;2.802;2.648;1.250;0.337;8.524;7.573
2.44;11.700;16.219;14.438;11.700;27.075;4.001;2.798;2.644;1.247;0.336;8.515;7.580
2.46;11.700;16.192;14.447;11.700;27.075;4.001;2.795;2.640;1.248;0.336;8.504;7.587
2.48;11.700;16.204;14.480;11.700;27.075;4.001;2.792;2.637;1.245;0.336;8.497;7.593
2.50;11.700;16.199;14.499;11.700;42.870;4.002;2.789;2.634;1.244;0.335;8.490;7.600
2.52;11.700;16.171;14.503;11.700;42.870;4.002;2.786;2.632;1.245;0.334;8.481;7.606
2.54;11.700;16.188;14.540;11.700;42.870;4.002;2.784;2.629;1.242;0.334;8.477;7.614
2.56;11.700;16.175;14.555;11.700;42.870;4.002;2.781;2.627;1.241;0.334;8.470;7.621
2.58;11.700;16.187;14.584;11.700;42.870;4.002;2.780;2.625;1.239;0.334;8.467;7.629
2.60;11.700;16.219;14.628;11.700;42.870;4.002;2.778;2.624;1.236;0.334;8.466;7.636
2.62;11.700;16.211;14.637;11.700;42.870;4.002;2.778;2.623;1.236;0.333;8.464;7.642
2.64;11.700;16.202;14.643;11.700;58.724;4.003;2.777;2.623;1.237;0.333;8.463;7.648
2.66;11.700;16.171;14.630;11.700;58.724;4.003;2.778;2.623;1.240;0.333;8.460;7.654
2.68;11.700;16.143;14.618;11.700;58.724;4.003;2.778;2.623;1.242;0.333;8.458;7.660
2.70;11.700;16.130;14.626;11.700;58.724;4.003;2.779;2.625;1.245;0.334;8.460;7.671
2.72;11.700;16.147;14.648;11.700;58.724;4.003;2.781;2.626;1.244;0.335;8.464;7.678
2.74;11.700;16.144;14.653;11.700;58.724;4.003;2.782;2.627;1.245;0.334;8.468;7.685
2.76;11.700;16.135;14.658;11.700;58.724;4.003;2.786;2.630;1.247;0.334;8.474;7.699
2.78;11.700;16.136;14.664;11.700;74.580;4.004;2.788;2.632;1.248;0.335;8.479;7.705
2.80;11.700;16.142;14.674;11.700;74.580;4.004;2.790;2.634;1.249;0.335;8.484;7.712
2.82;11.700;16.165;14.696;11.700;74.580;4.004;2.792;2.637;1.248;0.336;8.492;7.720
2.84;11.700;16.175;14.709;11.700;74.580;4.004;2.795;2.639;1.249;0.336;8.499;7.729
2.86;11.700;16.190;14.729;11.700;74.580;4.004;2.798;2.642;1.249;0.336;8.507;7.739
2.88;11.700;16.177;14.728;11.700;74.580;4.004;2.801;2.645;1.252;0.337;8.513;7.750
2.90;11.700;16.146;14.716;11.700;74.580;4.004;2.804;2.648;1.256;0.337;8.517;7.763
2.92;11.700;16.156;14.736;11.700;74.580;4.004;2.808;2.651;1.257;0.338;8.526;7.776
2.94;11.700;16.160;14.751;11.700;75.508;4.004;2.811;2.655;1.259;0.338;8.535;7.791
2.96;11.700;16.171;14.774;11.700;75.508;4.004;2.815;2.658;1.260;0.338;8.543;7.805
2.98;11.700;16.213;14.821;11.700;75.508;4.004;2.819;2.661;1.258;0.339;8.556;7.821
3.00;11.700;16.190;14.819;11.700;75.508;4.004;2.822;2.665;1.262;0.339;8.562;7.837
3.02;11.700;16.169;14.819;11.700;75.508;4.004;2.826;2.669;1.266;0.340;8.569;7.853
3.04;11.700;16.219;14.872;11.700;75.508;4.004;2.830;2.672;1.263;0.341;8.582;7.869
3.06;11.700;16.226;14.893;11.700;75.508;4.004;2.833;2.676;1.265;0.342;8.591;7.886
3.08;11.700;16.276;14.948;11.700;75.508;4.004;2.837;2.679;1.262;0.342;8.604;7.902
3.10;11.700;16.261;14.954;11.700;75.608;4.004;2.841;2.683;1.265;0.343;8.612;7.920
3.12;11.700;16.227;14.947;11.700;75.608;4.004;2.845;2.687;1.271;0.343;8.618;7.939
3.14;11.700;16.202;14.949;11.700;75.608;4.004;2.850;2.692;1.276;0.344;8.627;7.960
3.16;11.700;16.152;14.932;11.700;75.608;4.004;2.855;2.696;1.284;0.344;8.633;7.981
3.18;11.700;16.163;14.962;11.700;75.608;4.004;2.860;2.701;1.285;0.345;8.645;8.002
3.20;11.700;16.169;14.984;11.700;75.608;4.004;2.864;2.705;1.287;0.346;8.655;8.021
3.22;11.700;16.250;15.077;11.700;76.061;4.004;2.871;2.712;1.283;0.347;8.680;8.053
3.24;11.700;16.302;15.130;11.700;76.061;4.004;2.875;2.716;1.280;0.347;8.693;8.068
3.26;11.700;16.293;15.138;11.700;76.061;4.004;2.878;2.719;1.282;0.347;8.700;8.083
3.28;11.700;16.296;15.155;11.700;76.061;4.004;2.882;2.722;1.284;0.348;8.707;8.098
3.30;11.700;16.239;15.136;11.700;76.061;4.004;2.888;2.728;1.293;0.349;8.717;8.126
3.32;11.700;16.246;15.154;11.700;76.061;4.004;2.892;2.732;1.295;0.350;8.726;8.139
3.34;11.700;16.237;15.160;11.700;76.548;4.004;2.895;2.735;1.297;0.350;8.733;8.154
3.36;11.700;16.216;15.159;11.700;76.548;4.004;2.899;2.739;1.302;0.351;8.740;8.170
3.38;11.700;16.229;15.185;11.700;76.548;4.004;2.903;2.742;1.302;0.351;8.750;8.187
3.40;11.700;16.218;15.193;11.700;76.548;4.004;2.907;2.746;1.306;0.351;8.757;8.203
3.42;11.700;16.249;15.230;11.700;76.548;4.004;2.910;2.749;1.305;0.352;8.768;8.219
3.44;11.700;16.263;15.255;11.700;76.548;4.004;2.913;2.752;1.305;0.352;8.777;8.233
3.46;11.700;16.240;15.250;11.700;76.548;4.004;2.916;2.755;1.309;0.353;8.781;8.246
3.48;11.700;16.263;15.293;11.700;77.761;4.004;2.922;2.761;1.309;0.354;8.796;8.271
3.50;11.700;16.308;15.338;11.700;77.761;4.004;2.924;2.763;1.306;0.355;8.806;8.282
3.52;11.700;16.298;15.351;11.700;77.761;4.004;2.929;2.767;1.310;0.355;8.816;8.304
3.54;11.700;16.293;15.357;11.700;77.761;4.004;2.932;2.770;1.312;0.355;8.820;8.314
3.56;11.700;16.278;15.355;11.700;77.761;4.004;2.934;2.772;1.314;0.355;8.824;8.324
3.58;11.700;16.289;15.373;11.700;77.761;4.004;2.936;2.774;1.314;0.355;8.830;8.334
3.60;11.700;16.291;15.384;11.700;77.761;4.004;2.938;2.776;1.315;0.356;8.836;8.344
3.62;11.700;16.269;15.377;11.700;77.761;4.004;2.941;2.778;1.319;0.356;8.839;8.354
3.64;11.700;16.243;15.366;11.700;79.031;4.004;2.943;2.781;1.323;0.356;8.842;8.365
3.66;11.700;16.255;15.386;11.700;79.031;4.004;2.946;2.784;1.323;0.357;8.850;8.376
3.68;11.700;16.285;15.420;11.700;79.031;4.004;2.948;2.786;1.322;0.357;8.859;8.388
3.70;11.700;16.319;15.457;11.700;79.031;4.004;2.951;2.789;1.320;0.357;8.868;8.400
3.72;11.700;16.310;15.461;11.700;79.031;4.004;2.953;2.791;1.322;0.358;8.873;8.411
3.74;11.700;16.300;15.460;11.700;79.031;4.004;2.955;2.793;1.324;0.358;8.876;8.419
3.76;11.700;16.284;15.455;11.700;79.031;4.004;2.956;2.795;1.327;0.358;8.879;8.427
3.78;11.700;16.233;15.424;11.700;80.601;4.003;2.958;2.796;1.333;0.359;8.878;8.435
3.80;11.700;16.209;15.413;11.700;80.601;4.003;2.960;2.798;1.337;0.359;8.880;8.444
3.82;11.700;16.185;15.402;11.700;80.601;4.003;2.962;2.800;1.340;0.359;8.882;8.452
3.84;11.700;16.181;15.406;11.700;80.601;4.003;2.964;2.802;1.342;0.360;8.886;8.461
3.86;11.700;16.209;15.435;11.700;80.601;4.003;2.966;2.804;1.340;0.360;8.893;8.469
3.88;11.700;16.225;15.455;11.700;80.601;4.003;2.968;2.806;1.339;0.360;8.899;8.477
3.90;11.700;16.260;15.490;11.700;80.601;4.003;2.970;2.807;1.337;0.361;8.906;8.485
3.92;11.700;16.249;15.489;11.700;80.601;4.003;2.971;2.809;1.338;0.360;8.909;8.493
3.94;11.700;16.260;15.506;11.700;82.136;4.003;2.973;2.811;1.338;0.360;8.914;8.501
3.96;11.700;16.292;15.540;11.700;82.136;4.003;2.975;2.812;1.336;0.361;8.921;8.509
3.98;11.700;16.302;15.555;11.700;82.136;4.003;2.977;2.814;1.336;0.361;8.926;8.517
4.00;11.700;16.308;15.567;11.700;82.136;4.003;2.979;2.815;1.336;0.362;8.930;8.525
4.02;11.700;16.298;15.566;11.700;82.136;4.003;2.981;2.817;1.338;0.362;8.933;8.532
4.04;11.700;16.267;15.547;11.700;82.136;4.003;2.982;2.818;1.342;0.361;8.933;8.538
4.06;11.700;16.238;15.529;11.700;82.136;4.003;2.984;2.820;1.346;0.362;8.934;8.544
4.08;11.700;16.262;15.554;11.700;83.394;4.003;2.985;2.821;1.344;0.363;8.939;8.550
4.10;11.700;16.267;15.563;11.700;83.394;4.003;2.986;2.822;1.344;0.363;8.942;8.555
4.12;11.700;16.283;15.581;11.700;83.394;4.003;2.987;2.823;1.344;0.364;8.946;8.561
4.14;11.700;16.288;15.591;11.700;83.394;4.003;2.989;2.824;1.344;0.364;8.950;8.567
4.16;11.700;16.265;15.577;11.700;83.394;4.003;2.990;2.826;1.347;0.363;8.951;8.572
4.18;11.700;16.267;15.585;11.700;83.394;4.003;2.992;2.827;1.347;0.364;8.954;8.578
4.20;11.700;16.257;15.583;11.700;83.394;4.003;2.993;2.828;1.349;0.364;8.956;8.585
4.22;11.700;16.254;15.587;11.700;83.394;4.003;2.995;2.830;1.350;0.363;8.959;8.591
4.24;11.700;16.242;15.584;11.700;84.601;4.004;2.996;2.831;1.352;0.363;8.961;8.598
4.26;11.700;16.239;15.588;11.700;84.601;4.004;2.997;2.832;1.353;0.364;8.964;8.604
4.28;11.700;16.223;15.583;11.700;84.601;4.004;2.999;2.834;1.355;0.363;8.965;8.612
4.30;11.700;16.230;15.594;11.700;84.601;4.004;3.000;2.835;1.356;0.364;8.969;8.618
4.32;11.700;16.237;15.607;11.700;84.601;4.004;3.002;2.836;1.356;0.364;8.973;8.625
4.34;11.700;16.230;15.608;11.700;84.601;4.004;3.003;2.838;1.357;0.365;8.975;8.632
4.36;11.700;16.260;15.637;11.700;85.335;4.004;3.005;2.839;1.355;0.366;8.981;8.638
4.38;11.700;16.252;15.637;11.700;85.335;4.004;3.006;2.840;1.356;0.365;8.984;8.644
4.40;11.700;16.262;15.650;11.700;85.335;4.004;3.007;2.842;1.356;0.366;8.988;8.649
4.42;11.700;16.262;15.654;11.700;85.335;4.004;3.008;2.843;1.357;0.365;8.990;8.654
4.44;11.700;16.227;15.632;11.700;85.335;4.004;3.008;2.844;1.361;0.366;8.989;8.659
4.46;11.700;16.227;15.636;11.700;85.335;4.004;3.009;2.845;1.362;0.366;8.992;8.664
4.48;11.700;16.216;15.632;11.700;85.335;4.004;3.010;2.845;1.363;0.366;8.992;8.668
4.50;11.700;16.184;15.611;11.700;85.335;4.004;3.011;2.846;1.367;0.367;8.991;8.673
4.52;11.700;16.212;15.639;11.700;86.078;4.005;3.012;2.847;1.365;0.367;8.996;8.677
4.54;11.700;16.219;15.651;11.700;86.078;4.005;3.013;2.848;1.364;0.368;8.998;8.683
4.56;11.700;16.259;15.690;11.700;86.078;4.005;3.014;2.849;1.361;0.367;9.004;8.689
4.58;11.700;16.288;15.721;11.700;86.078;4.005;3.015;2.850;1.358;0.367;9.009;8.696
4.60;11.700;16.279;15.721;11.700;86.078;4.005;3.016;2.851;1.360;0.367;9.011;8.702
4.62;11.700;16.281;15.728;11.700;86.078;4.005;3.017;2.852;1.360;0.367;9.013;8.707
4.64;11.700;16.260;15.724;11.700;86.564;4.004;3.018;2.853;1.363;0.367;9.015;8.717
4.66;11.700;16.285;15.749;11.700;86.564;4.004;3.019;2.854;1.361;0.367;9.019;8.722
4.68;11.700;16.273;15.745;11.700;86.564;4.004;3.020;2.854;1.362;0.367;9.019;8.726
4.70;11.700;16.270;15.749;11.700;86.564;4.004;3.020;2.855;1.363;0.368;9.020;8.731
4.72;11.700;16.259;15.746;11.700;86.564;4.004;3.021;2.856;1.365;0.368;9.021;8.736
4.74;11.700;16.220;15.720;11.700;86.564;4.004;3.022;2.856;1.369;0.368;9.018;8.741
4.76;11.700;16.215;15.722;11.700;87.055;4.004;3.022;2.857;1.370;0.368;9.019;8.745
4.78;11.700;16.186;15.704;11.700;87.055;4.004;3.023;2.858;1.373;0.368;9.018;8.749
4.80;11.700;16.204;15.724;11.700;87.055;4.004;3.023;2.858;1.372;0.368;9.021;8.753
4.82;11.700;16.233;15.752;11.700;87.055;4.004;3.024;2.859;1.369;0.368;9.026;8.758
