[Header]
Recipe;HDI
Name;HDI
Description;- serial setting for Hyundai
Date Time;26.03.2026 07:14:34
Position - Min [mm]/Max [mm]/Step Back [mm];4.0;8.0;3.0
Stabilization [s];40.0
Pressure - Init [Bar]/Dev [Bar];4.0;0.005
SDM Current - Hold [mA]/Pull [mA];3000;12000
SDM PullIn Time [us];1400
SDM [rpm];900
SDM Opening Time [ms];10
SDM Click Time [ms];6000
Power Supply - Voltage [V]/Current [A];24.0;2.0
Aeff - Target [mm2]/Offset [mm2]/Min [mm2]/Max [mm2]/Offset Max [mm2];11.700;0.000;11.466;11.934;0.800
Aeff from Meas [active];1
Error - Status/Code/Source;0;0;

[Results]
Pressure Atm [bar];1.0109
Temperature [C];24.2255
Temperature Gas [C];23.9762
Aeff Pre-Adj1 [mm2];12.1857
Aeff Pre-Adj2 [mm2];12.0638
Aeff Pre-Adj Diff [mm2];0.1220
Aeff Calc Final [mm2];11.7820
Aeff Meas Final [mm2];11.7374

[Measurement]
Time;Aeff Target;Aeff Calc Actual;Aeff Meas Actual;Aeff Target Step;Force;Position;Pressure S1;Pressure S2;Pressure S3;Pressure S4;Flow Calc;Flow Meas
0.18;11.700;NaN;0.316;11.700;13.514;4.007;3.202;-0.012;0.010;-0.014;NaN;0.024
0.20;11.700;NaN;0.316;11.700;13.514;4.007;3.202;-0.012;0.010;-0.015;NaN;0.024
0.22;11.700;NaN;0.315;11.700;13.514;4.007;3.202;-0.012;0.010;-0.015;NaN;0.024
0.24;11.700;NaN;0.315;11.700;13.755;4.008;3.202;-0.013;0.010;-0.015;NaN;0.024
0.26;11.700;NaN;0.315;11.700;13.755;4.008;3.202;-0.013;0.010;-0.015;NaN;0.024
0.28;11.700;NaN;0.314;11.700;13.755;4.008;3.201;-0.013;0.010;-0.015;NaN;0.024
0.30;11.700;NaN;0.314;11.700;13.755;4.008;3.201;-0.013;0.010;-0.015;NaN;0.024
0.32;11.700;NaN;0.314;11.700;13.755;4.008;3.201;-0.013;0.010;-0.015;NaN;0.024
0.34;11.700;NaN;0.312;11.700;13.755;4.008;3.201;-0.013;0.010;-0.015;NaN;0.024
0.36;11.700;NaN;0.312;11.700;13.755;4.008;3.201;-0.013;0.010;-0.015;NaN;0.024
0.38;11.700;NaN;0.312;11.700;13.755;4.008;3.201;-0.012;0.010;-0.015;NaN;0.024
0.40;11.700;NaN;0.312;11.700;13.755;4.008;3.201;-0.013;0.010;-0.015;NaN;0.024
0.42;11.700;NaN;0.313;11.700;13.816;4.008;3.202;-0.013;0.010;-0.014;NaN;0.024
0.44;11.700;NaN;0.313;11.700;13.816;4.008;3.202;-0.013;0.010;-0.014;NaN;0.024
0.46;11.700;NaN;0.313;11.700;13.816;4.008;3.201;-0.013;0.010;-0.015;NaN;0.024
0.48;11.700;NaN;0.313;11.700;13.816;4.008;3.201;-0.013;0.010;-0.015;NaN;0.024
0.50;11.700;NaN;0.312;11.700;13.816;4.008;3.201;-0.013;0.010;-0.015;NaN;0.024
0.52;11.700;NaN;0.312;11.700;13.816;4.008;3.201;-0.013;0.010;-0.015;NaN;0.024
0.54;11.700;NaN;0.312;11.700;13.816;4.008;3.201;-0.013;0.010;-0.015;NaN;0.024
0.56;11.700;NaN;0.312;11.700;13.816;4.008;3.201;-0.013;0.010;-0.015;NaN;0.024
0.58;11.700;NaN;0.313;11.700;13.823;4.010;3.201;-0.013;0.010;-0.015;NaN;0.024
0.60;11.700;NaN;0.313;11.700;13.823;4.010;3.201;-0.013;0.010;-0.015;NaN;0.024
0.62;11.700;NaN;0.314;11.700;13.823;4.010;3.201;-0.013;0.010;-0.015;NaN;0.024
0.64;11.700;NaN;0.315;11.700;13.823;4.010;3.201;-0.013;0.010;-0.015;NaN;0.024
0.66;11.700;NaN;0.314;11.700;13.823;4.010;3.201;-0.013;0.010;-0.015;NaN;0.024
0.68;11.700;NaN;0.314;11.700;13.823;4.010;3.201;-0.013;0.010;-0.015;NaN;0.024
0.70;11.700;NaN;0.313;11.700;13.823;4.010;3.201;-0.013;0.010;-0.015;NaN;0.024
0.72;11.700;NaN;0.313;11.700;13.823;4.010;3.201;-0.013;0.010;-0.015;NaN;0.024
0.74;11.700;NaN;0.313;11.700;13.720;4.010;3.201;-0.013;0.010;-0.015;NaN;0.024
0.76;11.700;NaN;0.314;11.700;13.720;4.010;3.201;-0.013;0.010;-0.015;NaN;0.024
0.78;11.700;NaN;0.315;11.700;13.720;4.010;3.201;-0.013;0.010;-0.014;NaN;0.024
0.80;11.700;NaN;0.315;11.700;13.720;4.010;3.202;-0.013;0.010;-0.014;NaN;0.024
0.82;11.700;NaN;0.315;11.700;13.720;4.010;3.202;-0.013;0.010;-0.014;NaN;0.024
0.84;11.700;NaN;0.314;11.700;13.720;4.010;3.202;-0.013;0.010;-0.015;NaN;0.024
0.86;11.700;NaN;0.314;11.700;13.720;4.010;3.202;-0.013;0.010;-0.015;NaN;0.024
0.88;11.700;NaN;0.313;11.700;13.720;4.010;3.202;-0.013;0.010;-0.015;NaN;0.024
0.90;11.700;NaN;0.312;11.700;13.720;4.010;3.202;-0.013;0.010;-0.015;NaN;0.024
0.92;11.700;NaN;0.312;11.700;13.577;4.009;3.202;-0.013;0.010;-0.015;NaN;0.024
0.94;11.700;NaN;0.313;11.700;13.577;4.009;3.202;-0.013;0.010;-0.015;NaN;0.024
0.96;11.700;NaN;0.314;11.700;13.577;4.009;3.202;-0.013;0.010;-0.015;NaN;0.024
0.98;11.700;NaN;0.315;11.700;13.577;4.009;3.201;-0.013;0.010;-0.014;NaN;0.024
1.00;11.700;NaN;0.316;11.700;13.577;4.009;3.201;-0.013;0.010;-0.014;NaN;0.024
1.02;11.700;NaN;0.315;11.700;13.577;4.009;3.201;-0.013;0.010;-0.014;NaN;0.024
1.04;11.700;NaN;0.314;11.700;13.708;4.009;3.201;-0.013;0.010;-0.014;NaN;0.024
1.06;11.700;NaN;0.314;11.700;13.708;4.009;3.201;-0.013;0.010;-0.014;NaN;0.024
1.08;11.700;NaN;0.314;11.700;13.708;4.009;3.201;-0.013;0.010;-0.015;NaN;0.024
1.10;11.700;NaN;0.314;11.700;13.708;4.009;3.201;-0.013;0.010;-0.014;NaN;0.024
1.12;11.700;NaN;0.314;11.700;13.708;4.009;3.201;-0.013;0.010;-0.014;NaN;0.024
1.14;11.700;NaN;0.314;11.700;13.708;4.009;3.201;-0.013;0.010;-0.014;NaN;0.024
1.16;11.700;NaN;0.315;11.700;13.708;4.009;3.201;-0.013;0.010;-0.014;NaN;0.024
1.18;11.700;NaN;0.315;11.700;13.708;4.009;3.201;-0.013;0.010;-0.014;NaN;0.024
1.20;11.700;NaN;0.315;11.700;13.966;4.009;3.201;-0.013;0.010;-0.014;NaN;0.024
1.22;11.700;NaN;0.314;11.700;13.966;4.009;3.201;-0.013;0.010;-0.015;NaN;0.024
1.24;11.700;NaN;0.313;11.700;13.966;4.009;3.201;-0.012;0.010;-0.015;NaN;0.024
1.26;11.700;NaN;0.312;11.700;13.966;4.009;3.201;-0.012;0.010;-0.015;NaN;0.024
1.28;11.700;NaN;0.312;11.700;13.966;4.009;3.201;-0.012;0.010;-0.015;NaN;0.024
1.30;11.700;NaN;0.312;11.700;13.966;4.009;3.202;-0.013;0.010;-0.015;NaN;0.024
1.32;11.700;NaN;0.313;11.700;13.966;4.009;3.202;-0.013;0.010;-0.015;NaN;0.024
1.34;11.700;NaN;0.314;11.700;13.966;4.009;3.202;-0.013;0.010;-0.015;NaN;0.024
1.36;11.700;NaN;0.315;11.700;14.062;4.009;3.202;-0.013;0.010;-0.015;NaN;0.024
1.38;11.700;NaN;0.315;11.700;14.062;4.009;3.201;-0.013;0.009;-0.015;NaN;0.024
1.40;11.700;NaN;0.315;11.700;14.062;4.009;3.201;-0.012;0.009;-0.015;NaN;0.024
1.42;11.700;NaN;0.314;11.700;14.062;4.009;3.201;-0.012;0.009;-0.015;NaN;0.024
1.44;11.700;NaN;0.314;11.700;14.062;4.009;3.201;-0.012;0.010;-0.015;NaN;0.024
1.46;11.700;NaN;0.314;11.700;14.062;4.009;3.201;-0.013;0.010;-0.015;NaN;0.024
1.48;11.700;NaN;0.315;11.700;14.062;4.009;3.201;-0.013;0.009;-0.015;NaN;0.024
1.50;11.700;NaN;0.315;11.700;14.068;4.010;3.201;-0.013;0.010;-0.015;NaN;0.024
1.52;11.700;NaN;0.315;11.700;14.068;4.010;3.201;-0.013;0.010;-0.015;NaN;0.024
1.54;11.700;NaN;0.314;11.700;14.068;4.010;3.201;-0.013;0.010;-0.015;NaN;0.024
1.56;11.700;NaN;0.313;11.700;14.068;4.010;3.201;-0.013;0.010;-0.015;NaN;0.024
1.58;11.700;NaN;0.312;11.700;14.068;4.010;3.201;-0.013;0.010;-0.015;NaN;0.024
1.60;11.700;NaN;0.312;11.700;14.068;4.010;3.201;-0.013;0.010;-0.015;NaN;0.024
1.62;11.700;NaN;0.313;11.700;14.068;4.010;3.201;-0.013;0.010;-0.015;NaN;0.024
1.64;11.700;NaN;0.313;11.700;14.068;4.010;3.201;-0.013;0.010;-0.015;NaN;0.024
1.66;11.700;NaN;0.313;11.700;13.925;4.010;3.201;-0.013;0.010;-0.015;NaN;0.024
1.68;11.700;NaN;0.313;11.700;13.925;4.010;3.201;-0.013;0.010;-0.015;NaN;0.024
1.70;11.700;NaN;0.313;11.700;13.925;4.010;3.201;-0.013;0.010;-0.015;NaN;0.024
1.72;11.700;NaN;0.312;11.700;13.925;4.010;3.201;-0.013;0.010;-0.015;NaN;0.024
1.74;11.700;NaN;0.313;11.700;13.925;4.010;3.201;-0.013;0.010;-0.015;NaN;0.024
1.76;11.700;NaN;0.306;11.700;13.925;4.010;3.201;-0.010;0.011;-0.014;NaN;0.024
1.78;11.700;13.098;0.192;11.700;13.925;4.010;3.199;0.150;0.071;0.005;1.644;0.024
1.80;11.700;15.927;0.151;11.700;13.716;4.010;3.188;0.734;0.297;0.067;3.820;0.036
1.82;11.700;16.017;0.460;11.700;13.716;4.010;3.170;1.468;0.632;0.161;5.688;0.163
1.84;11.700;16.519;1.427;11.700;13.716;4.010;3.146;2.204;0.975;0.259;7.491;0.647
1.86;11.700;16.844;2.702;11.700;13.716;4.010;3.122;2.783;1.260;0.339;8.902;1.428
1.88;11.700;16.551;4.344;11.700;13.716;4.010;3.103;2.935;1.378;0.376;9.236;2.424
1.90;11.700;16.474;6.219;11.700;13.716;4.010;3.089;2.932;1.386;0.380;9.223;3.482
1.92;11.700;16.465;7.744;11.700;13.716;4.010;3.076;2.922;1.381;0.379;9.197;4.326
1.94;11.700;16.451;9.011;11.700;13.680;4.010;3.062;2.908;1.375;0.377;9.164;5.019
1.96;11.700;16.451;10.101;11.700;13.680;4.010;3.046;2.892;1.366;0.374;9.126;5.603
1.98;11.700;16.439;11.002;11.700;13.680;4.010;3.029;2.875;1.357;0.372;9.084;6.080
2.00;11.700;16.425;11.744;11.700;13.680;4.010;3.011;2.857;1.348;0.369;9.041;6.464
2.02;11.700;16.422;12.298;11.700;13.680;4.010;2.994;2.840;1.339;0.367;9.000;6.740
2.04;11.700;16.409;12.677;11.700;13.680;4.010;2.979;2.825;1.331;0.365;8.961;6.923
2.06;11.700;16.403;12.962;11.700;13.680;4.010;2.964;2.810;1.324;0.362;8.927;7.054
2.08;11.700;16.403;13.179;11.700;13.730;4.010;2.952;2.798;1.317;0.360;8.897;7.148
2.10;11.700;16.392;13.337;11.700;13.730;4.010;2.941;2.786;1.311;0.359;8.869;7.216
2.12;11.700;16.386;13.464;11.700;13.730;4.010;2.931;2.776;1.306;0.357;8.845;7.267
2.14;11.700;16.384;13.577;11.700;13.730;4.010;2.921;2.767;1.301;0.355;8.821;7.310
2.16;11.700;16.372;13.672;11.700;13.730;4.010;2.911;2.757;1.296;0.354;8.797;7.346
2.18;11.700;16.369;13.765;11.700;13.730;4.010;2.902;2.747;1.291;0.353;8.774;7.378
2.20;11.700;16.374;13.852;11.700;13.730;4.010;2.893;2.739;1.286;0.351;8.754;7.405
2.22;11.700;16.380;13.929;11.700;13.730;4.010;2.885;2.731;1.281;0.350;8.735;7.428
2.24;11.700;16.374;13.988;11.700;21.884;4.011;2.878;2.723;1.277;0.349;8.717;7.447
2.26;11.700;16.375;14.046;11.700;21.884;4.011;2.871;2.716;1.273;0.348;8.700;7.463
2.28;11.700;16.367;14.095;11.700;21.884;4.011;2.864;2.709;1.270;0.347;8.682;7.477
2.30;11.700;16.354;14.140;11.700;21.884;4.011;2.857;2.701;1.267;0.346;8.664;7.491
2.32;11.700;16.349;14.191;11.700;21.884;4.011;2.849;2.694;1.263;0.345;8.645;7.504
2.34;11.700;16.348;14.243;11.700;21.884;4.011;2.842;2.686;1.259;0.343;8.627;7.517
2.36;11.700;16.344;14.288;11.700;21.884;4.011;2.835;2.680;1.256;0.342;8.611;7.528
2.38;11.700;16.344;14.328;11.700;37.389;4.013;2.829;2.674;1.252;0.342;8.598;7.538
2.40;11.700;16.355;14.373;11.700;37.389;4.013;2.824;2.669;1.248;0.341;8.587;7.546
2.42;11.700;16.349;14.401;11.700;37.389;4.013;2.820;2.665;1.247;0.341;8.576;7.554
2.44;11.700;16.345;14.430;11.700;37.389;4.013;2.816;2.661;1.245;0.340;8.566;7.562
2.46;11.700;16.341;14.458;11.700;37.389;4.013;2.812;2.656;1.243;0.339;8.555;7.569
2.48;11.700;16.332;14.480;11.700;37.389;4.013;2.808;2.653;1.241;0.338;8.546;7.576
2.50;11.700;16.334;14.509;11.700;37.389;4.013;2.805;2.649;1.239;0.338;8.537;7.583
2.52;11.700;16.329;14.532;11.700;37.389;4.013;2.801;2.646;1.238;0.338;8.529;7.590
2.54;11.700;16.322;14.551;11.700;53.074;4.015;2.798;2.643;1.237;0.337;8.521;7.597
2.56;11.700;16.317;14.571;11.700;53.074;4.015;2.796;2.640;1.236;0.337;8.514;7.604
2.58;11.700;16.317;14.595;11.700;53.074;4.015;2.793;2.638;1.234;0.337;8.508;7.610
2.60;11.700;16.324;14.624;11.700;53.074;4.015;2.790;2.635;1.232;0.336;8.503;7.618
2.62;11.700;16.335;14.657;11.700;53.074;4.015;2.788;2.633;1.230;0.336;8.499;7.625
2.64;11.700;16.339;14.683;11.700;53.074;4.015;2.786;2.631;1.229;0.336;8.494;7.633
2.66;11.700;16.336;14.701;11.700;53.074;4.015;2.785;2.629;1.228;0.335;8.490;7.640
2.68;11.700;16.334;14.717;11.700;68.924;4.018;2.784;2.628;1.227;0.335;8.487;7.647
2.70;11.700;16.329;14.730;11.700;68.924;4.018;2.783;2.627;1.227;0.335;8.485;7.654
2.72;11.700;16.327;14.743;11.700;68.924;4.018;2.783;2.627;1.227;0.335;8.484;7.661
2.74;11.700;16.331;14.760;11.700;68.924;4.018;2.783;2.627;1.227;0.335;8.484;7.668
2.76;11.700;16.333;14.774;11.700;68.924;4.018;2.783;2.627;1.227;0.334;8.485;7.675
2.78;11.700;16.338;14.798;11.700;68.924;4.018;2.784;2.628;1.227;0.335;8.488;7.689
2.80;11.700;16.333;14.805;11.700;68.924;4.018;2.786;2.630;1.228;0.335;8.491;7.696
2.82;11.700;16.335;14.815;11.700;76.770;4.020;2.787;2.631;1.229;0.335;8.495;7.704
2.84;11.700;16.340;14.827;11.700;76.770;4.020;2.789;2.633;1.229;0.335;8.500;7.713
2.86;11.700;16.337;14.833;11.700;76.770;4.020;2.791;2.635;1.231;0.335;8.504;7.721
2.88;11.700;16.343;14.844;11.700;76.770;4.020;2.794;2.637;1.231;0.336;8.509;7.729
2.90;11.700;16.339;14.849;11.700;76.770;4.020;2.796;2.639;1.233;0.336;8.514;7.738
2.92;11.700;16.338;14.856;11.700;76.770;4.020;2.799;2.642;1.235;0.337;8.520;7.747
2.94;11.700;16.344;14.869;11.700;76.770;4.020;2.801;2.644;1.236;0.337;8.527;7.757
2.96;11.700;16.343;14.877;11.700;76.770;4.020;2.804;2.648;1.237;0.338;8.534;7.768
2.98;11.700;16.349;14.891;11.700;77.411;4.021;2.808;2.651;1.239;0.338;8.543;7.781
3.00;11.700;16.348;14.903;11.700;77.411;4.021;2.811;2.654;1.241;0.339;8.551;7.795
3.02;11.700;16.350;14.919;11.700;77.411;4.021;2.815;2.658;1.243;0.339;8.559;7.811
3.04;11.700;16.352;14.936;11.700;77.411;4.021;2.819;2.661;1.244;0.340;8.568;7.826
3.06;11.700;16.353;14.952;11.700;77.411;4.021;2.822;2.665;1.246;0.340;8.576;7.842
3.08;11.700;16.361;14.975;11.700;77.411;4.021;2.826;2.668;1.247;0.340;8.585;7.857
3.10;11.700;16.360;14.990;11.700;77.411;4.021;2.829;2.671;1.249;0.341;8.593;7.873
3.12;11.700;16.372;15.016;11.700;77.411;4.021;2.833;2.675;1.250;0.341;8.602;7.890
3.14;11.700;16.374;15.035;11.700;77.901;4.021;2.836;2.678;1.252;0.342;8.610;7.906
3.16;11.700;16.380;15.056;11.700;77.901;4.021;2.840;2.681;1.253;0.343;8.618;7.922
3.18;11.700;16.383;15.075;11.700;77.901;4.021;2.843;2.685;1.255;0.343;8.627;7.938
3.20;11.700;16.376;15.087;11.700;77.901;4.021;2.847;2.688;1.257;0.344;8.634;7.954
3.22;11.700;16.376;15.119;11.700;77.901;4.021;2.854;2.695;1.261;0.344;8.651;7.988
3.24;11.700;16.375;15.136;11.700;77.901;4.021;2.858;2.699;1.263;0.345;8.660;8.005
3.26;11.700;16.380;15.157;11.700;78.246;4.020;2.862;2.703;1.265;0.346;8.670;8.022
3.28;11.700;16.376;15.169;11.700;78.246;4.020;2.866;2.707;1.268;0.347;8.678;8.039
3.30;11.700;16.376;15.185;11.700;78.246;4.020;2.869;2.710;1.270;0.347;8.686;8.055
3.32;11.700;16.376;15.201;11.700;78.246;4.020;2.873;2.713;1.272;0.348;8.694;8.070
3.34;11.700;16.371;15.212;11.700;78.246;4.020;2.877;2.717;1.274;0.348;8.702;8.086
3.36;11.700;16.383;15.236;11.700;78.246;4.020;2.880;2.720;1.275;0.349;8.711;8.101
3.38;11.700;16.385;15.254;11.700;78.246;4.020;2.884;2.723;1.276;0.349;8.719;8.116
3.40;11.700;16.388;15.270;11.700;78.690;4.019;2.887;2.727;1.278;0.350;8.727;8.131
3.42;11.700;16.387;15.283;11.700;78.690;4.019;2.891;2.730;1.280;0.350;8.735;8.146
3.44;11.700;16.378;15.290;11.700;78.690;4.019;2.894;2.734;1.283;0.351;8.742;8.162
3.46;11.700;16.380;15.307;11.700;78.690;4.019;2.898;2.737;1.284;0.351;8.750;8.177
3.48;11.700;16.382;15.322;11.700;78.690;4.019;2.901;2.740;1.286;0.352;8.759;8.192
3.50;11.700;16.389;15.341;11.700;78.690;4.019;2.904;2.743;1.287;0.352;8.766;8.205
3.52;11.700;16.395;15.357;11.700;78.690;4.019;2.907;2.746;1.288;0.353;8.773;8.217
3.54;11.700;16.398;15.371;11.700;79.387;4.019;2.910;2.749;1.289;0.353;8.780;8.230
3.56;11.700;16.398;15.385;11.700;79.387;4.019;2.913;2.752;1.291;0.354;8.787;8.244
3.58;11.700;16.396;15.399;11.700;79.387;4.019;2.916;2.755;1.293;0.354;8.795;8.260
3.60;11.700;16.397;15.416;11.700;79.387;4.019;2.920;2.758;1.295;0.354;8.802;8.275
3.62;11.700;16.397;15.431;11.700;79.387;4.019;2.923;2.761;1.296;0.355;8.809;8.290
3.64;11.700;16.405;15.450;11.700;79.387;4.019;2.926;2.764;1.297;0.355;8.817;8.303
3.66;11.700;16.410;15.464;11.700;80.337;4.020;2.929;2.767;1.298;0.355;8.824;8.315
3.68;11.700;16.409;15.473;11.700;80.337;4.020;2.931;2.769;1.300;0.356;8.829;8.325
3.70;11.700;16.415;15.488;11.700;80.337;4.020;2.933;2.771;1.300;0.356;8.835;8.336
3.72;11.700;16.417;15.499;11.700;80.337;4.020;2.936;2.773;1.301;0.356;8.840;8.346
3.74;11.700;16.421;15.513;11.700;80.337;4.020;2.938;2.775;1.302;0.356;8.845;8.356
3.76;11.700;16.418;15.521;11.700;80.337;4.020;2.940;2.777;1.304;0.358;8.850;8.367
3.78;11.700;16.415;15.529;11.700;80.337;4.020;2.942;2.779;1.305;0.358;8.854;8.377
3.80;11.700;16.418;15.542;11.700;80.337;4.020;2.944;2.782;1.306;0.358;8.860;8.387
3.82;11.700;16.411;15.547;11.700;81.765;4.021;2.946;2.784;1.308;0.359;8.864;8.397
3.84;11.700;16.423;15.566;11.700;81.765;4.021;2.949;2.786;1.308;0.359;8.870;8.407
3.86;11.700;16.425;15.578;11.700;81.765;4.021;2.951;2.788;1.309;0.359;8.876;8.418
3.88;11.700;16.414;15.581;11.700;81.765;4.021;2.953;2.790;1.311;0.360;8.880;8.429
3.90;11.700;16.416;15.594;11.700;81.765;4.021;2.956;2.792;1.312;0.360;8.885;8.440
3.92;11.700;16.414;15.601;11.700;81.765;4.021;2.958;2.794;1.314;0.360;8.890;8.450
3.94;11.700;16.413;15.609;11.700;81.765;4.021;2.960;2.796;1.315;0.360;8.894;8.458
3.96;11.700;16.420;15.621;11.700;83.129;4.021;2.961;2.798;1.315;0.361;8.899;8.466
3.98;11.700;16.428;15.633;11.700;83.129;4.021;2.963;2.799;1.315;0.361;8.903;8.472
4.00;11.700;16.427;15.639;11.700;83.129;4.021;2.964;2.801;1.316;0.361;8.906;8.479
4.02;11.700;16.431;15.649;11.700;83.129;4.021;2.965;2.802;1.316;0.361;8.909;8.486
4.04;11.700;16.425;15.651;11.700;83.129;4.021;2.967;2.803;1.318;0.361;8.912;8.492
4.06;11.700;16.422;15.655;11.700;83.129;4.021;2.968;2.805;1.319;0.361;8.915;8.498
4.08;11.700;16.431;15.668;11.700;83.129;4.021;2.970;2.806;1.318;0.361;8.919;8.504
4.10;11.700;16.417;15.662;11.700;83.129;4.021;2.971;2.807;1.321;0.361;8.921;8.510
4.12;11.700;16.419;15.670;11.700;84.485;4.021;2.973;2.808;1.321;0.361;8.924;8.516
4.14;11.700;16.410;15.668;11.700;84.485;4.021;2.974;2.810;1.323;0.361;8.926;8.523
4.16;11.700;16.400;15.667;11.700;84.485;4.021;2.976;2.811;1.325;0.362;8.928;8.529
4.18;11.700;16.411;15.682;11.700;84.485;4.021;2.977;2.812;1.324;0.362;8.932;8.535
4.20;11.700;16.424;15.697;11.700;84.485;4.021;2.978;2.814;1.323;0.362;8.937;8.541
4.22;11.700;16.429;15.707;11.700;84.485;4.021;2.979;2.815;1.324;0.363;8.940;8.547
4.24;11.700;16.435;15.716;11.700;84.485;4.021;2.980;2.816;1.324;0.362;8.943;8.552
4.26;11.700;16.444;15.728;11.700;85.717;4.020;2.981;2.817;1.323;0.363;8.947;8.557
4.28;11.700;16.434;15.726;11.700;85.717;4.020;2.983;2.818;1.325;0.363;8.948;8.563
4.30;11.700;16.440;15.735;11.700;85.717;4.020;2.984;2.819;1.325;0.363;8.952;8.568
4.32;11.700;16.434;15.736;11.700;85.717;4.020;2.985;2.820;1.326;0.363;8.954;8.573
4.34;11.700;16.426;15.734;11.700;85.717;4.020;2.986;2.821;1.328;0.363;8.955;8.578
4.36;11.700;16.419;15.734;11.700;85.717;4.020;2.987;2.822;1.329;0.363;8.957;8.583
4.38;11.700;16.417;15.738;11.700;85.717;4.020;2.988;2.823;1.330;0.364;8.959;8.589
4.40;11.700;16.417;15.748;11.700;85.717;4.020;2.990;2.826;1.331;0.365;8.964;8.599
4.42;11.700;16.428;15.762;11.700;86.811;4.020;2.991;2.827;1.331;0.365;8.968;8.604
4.44;11.700;16.430;15.770;11.700;86.811;4.020;2.993;2.828;1.331;0.365;8.970;8.610
4.46;11.700;16.438;15.782;11.700;86.811;4.020;2.994;2.829;1.331;0.365;8.973;8.616
4.48;11.700;16.444;15.793;11.700;86.811;4.020;2.995;2.830;1.331;0.365;8.976;8.621
4.50;11.700;16.444;15.800;11.700;86.811;4.020;2.996;2.830;1.331;0.365;8.978;8.627
4.52;11.700;16.454;15.814;11.700;86.811;4.020;2.996;2.831;1.331;0.366;8.981;8.631
4.54;11.700;16.451;15.817;11.700;86.811;4.020;2.997;2.832;1.331;0.366;8.983;8.636
4.56;11.700;16.443;15.817;11.700;87.767;4.020;2.998;2.833;1.333;0.366;8.984;8.642
4.58;11.700;16.444;15.822;11.700;87.767;4.020;2.999;2.834;1.333;0.366;8.987;8.647
4.60;11.700;16.436;15.822;11.700;87.767;4.020;3.000;2.835;1.335;0.366;8.989;8.653
4.62;11.700;16.439;15.830;11.700;87.767;4.020;3.001;2.836;1.335;0.366;8.992;8.659
4.64;11.700;16.450;15.845;11.700;87.767;4.020;3.002;2.837;1.334;0.366;8.995;8.664
4.66;11.700;16.452;15.853;11.700;87.767;4.020;3.003;2.838;1.334;0.366;8.997;8.669
4.68;11.700;16.452;15.858;11.700;87.767;4.020;3.004;2.838;1.335;0.366;8.998;8.673
4.70;11.700;16.449;15.866;11.700;88.535;4.020;3.005;2.840;1.336;0.366;9.000;8.682
4.72;11.700;16.443;15.867;11.700;88.535;4.020;3.006;2.840;1.337;0.366;9.001;8.686
4.74;11.700;16.438;15.868;11.700;88.535;4.020;3.007;2.841;1.337;0.366;9.002;8.690
4.76;11.700;16.438;15.873;11.700;88.535;4.020;3.007;2.841;1.338;0.366;9.003;8.694
4.78;11.700;16.443;15.882;11.700;88.535;4.020;3.008;2.842;1.337;0.366;9.005;8.698
4.80;11.700;16.436;15.881;11.700;88.535;4.020;3.008;2.842;1.339;0.366;9.006;8.702
